id,shipment_id,attempted_at,outcome,attempt_number
8e1450ea-f811-47b5-a5fa-4fa5c3eab9ef,68cc2a72-7d6f-4658-b919-7a2c2fb998ab,2026-03-07T04:05:09,delivered,1
99f165b9-feb7-4be9-bdfb-56551fe4e2e3,c87ad493-c63a-4e65-bab5-6372750925f7,2026-06-28T17:06:17,delivered,1
c0b99552-8674-4f92-a2d7-f3eac8802e9a,991b5081-805b-42bc-b25c-626aa2f613e6,2026-05-21T14:40:14,refused,1
12883e3f-8b76-4482-9b03-0f42e19fa20a,991b5081-805b-42bc-b25c-626aa2f613e6,2026-05-22T14:40:14,delivered,2
bb9d7223-572e-40bb-b011-0d88a5571144,7eb53270-c03d-4960-94b8-53f595a3c672,2026-04-30T07:44:00,delivered,1
69bb7209-da49-40c3-85cc-f7c2cd28ca94,418586fb-0b8c-43a2-9a03-fb1e49038e36,2026-06-24T03:52:50,delivered,1
7fe458da-5014-42b3-9d3b-419dd34c0e71,81579860-827a-4426-a286-bde70edfe26f,2026-05-26T03:27:03,delivered,1
2b5580a3-3dee-4b4f-8f27-ee88f0587b19,a7cc8c28-9fd1-4d33-9bbb-718439ed8490,2026-04-04T11:44:02,delivered,1
a5679365-0bcf-4a58-b22d-c9a03c6828f3,c2e2659f-6378-4124-b8df-0631d7c50847,2026-03-27T15:48:18,delivered,1
ad4b479a-4dab-47c8-88b1-217e70ed6255,2245e5d3-f985-40ed-a3a6-0320881ef020,2026-02-23T23:41:47,delivered,1
61a08007-b817-46f6-88ee-1acc3f3a74c4,79f7b3ed-4f39-49af-851f-ab0e01032b90,2026-06-20T10:29:34,delivered,1
7a2b8b89-621f-421d-988b-cc511dd3e2e8,f0c04078-85e3-4ce4-a04c-9b081c286cd8,2026-08-14T22:42:48,delivered,1
b877ce32-e851-4109-90d7-6c293f28a4aa,2a1a778a-3c93-47e4-9e0e-78d459220bed,2026-03-30T18:20:11,delivered,1
4903e4ab-222d-405c-a195-7f7995ef10be,b810d25e-8d2f-4337-a32a-0242e94110e2,2026-08-07T07:17:10,delivered,1
167994ef-a806-4114-973e-a8ec9c00fc94,3571c6be-e8ca-494b-8252-4b3e1f4d32af,2026-06-16T03:33:45,delivered,1
c33a2d63-be4f-4f70-9bea-cb9dca7f053f,7e84fcfc-6693-4a55-a880-7f23da3b999f,2026-05-06T21:22:32,delivered,1
a53e94b9-968f-4600-8ef9-b9b56fd9c750,c3d21c96-2788-431d-b91d-ecef4ac62186,2026-03-01T19:18:37,delivered,1
70ec554c-93da-49cc-84b7-da317879f590,8dacf5cb-f3c3-4b60-9dc5-f4994275423a,2026-08-06T22:13:24,delivered,1
8ac38d44-7932-4c59-b4e8-06058c2d5887,f362c1fe-4865-4880-8074-7a57d47a0c83,2026-08-20T21:13:59,delivered,1
b8d6e12d-342b-471b-a281-9fda4352640c,479b2aa8-d9f1-405b-8f6b-e5c6804c197e,2026-05-18T12:50:55,delivered,1
6cc82fbf-8961-4049-96b8-8174c28fbf28,12f6ebc2-c82b-4bda-86de-9eed627d0b9f,2026-03-02T22:30:10,delivered,1
051ba6ff-187b-4883-bf57-6135043107a4,315aa809-f50a-41ea-b350-b6b51e3f4649,2026-07-26T19:13:19,delivered,1
467887a7-47a0-4663-a138-e7fff109919b,b2830d75-f93c-4ca7-ae0b-cc59e2ce753a,2026-04-21T18:41:28,delivered,1
d9ea52bd-9751-4de1-bb35-0351b6ff0d50,d90f1064-b7e1-4d83-b5ac-359e35934226,2026-05-15T02:49:10,delivered,1
3776c12e-a84e-481e-a50b-3f7898cbf845,1feb2c0a-0338-4fad-9a67-5930f28ee104,2026-03-20T01:15:11,delivered,1
17f64347-a0b8-4c82-98ca-d37238bc9d07,ce2b0a83-045a-40e5-b502-0355972b8004,2026-06-09T08:03:29,refused,1
5223240b-531b-4972-a954-5fe9a368613b,ce2b0a83-045a-40e5-b502-0355972b8004,2026-06-10T08:03:29,delivered,2
442f9260-93c8-463e-b671-a53a4105bf89,a76d6008-db58-4535-9e12-4343391c6635,2026-04-09T05:49:24,refused,1
34074075-045b-4934-bb91-f3e757cf53ad,a76d6008-db58-4535-9e12-4343391c6635,2026-04-10T05:49:24,delivered,2
ff0b4f11-b52a-462b-b45d-5030e0e4f68b,a8fd600c-ab86-459e-8148-1a66a7e7fc05,2026-04-10T11:34:18,delivered,1
cffcb365-0b09-4492-a855-bc55fd646760,d9355e37-0543-4d25-b8f7-3a755ec54dc1,2026-07-28T07:06:44,delivered,1
4419d8c4-fdf2-4d7c-816f-0f553db18bba,40916571-c56e-4cf1-9803-49df93cc1937,2026-06-03T03:21:34,delivered,1
32292646-65a1-4484-8298-ea54911a245f,052a584b-6c3c-4c6e-80d7-50ea0a84982a,2026-07-10T05:12:32,delivered,1
202150ee-9eb6-4837-93ce-427879cfe596,688f74cd-3e5b-4db8-a98a-832e46e332a9,2026-07-17T01:03:52,delivered,1
c657d5a7-4994-4160-a47b-bf112e6ba9f9,721f3598-153a-4128-b851-31e31f603751,2026-04-15T03:16:44,delivered,1
d8789a73-2fb1-46da-befb-d816735989f0,74442945-d848-4528-bd5c-d40059bea8e1,2026-02-27T22:00:19,delivered,1
5ed9dca7-073e-4bf9-8f1a-ea64ee2ec609,48a418b9-f201-47fb-a172-f7b4e0b2168f,2026-05-23T07:56:22,delivered,1
fe88c71b-7ca6-4c70-9ffc-bc0a268e1287,e194d48b-bb28-47f9-9563-f14ec5b4c5a9,2026-03-14T18:20:51,delivered,1
05261159-4ac8-4580-b24d-08c2277315c9,976d1eb4-efe0-4341-b391-032d52a17c63,2026-03-03T06:38:19,refused,1
92ec70d3-a367-43bf-a65d-80e904d8b8f6,976d1eb4-efe0-4341-b391-032d52a17c63,2026-03-04T06:38:19,delivered,2
613a4e87-e191-4ec2-a6af-5a313caa6261,bdfe57d4-2f6e-4d06-8e42-0e30a2483323,2026-04-29T01:51:06,delivered,1
b59f3e56-b390-43b9-8a22-30888a95d44d,6dc1d484-7e96-4099-bdeb-99329dbb5afa,2026-02-24T14:04:05,delivered,1
f74aa338-c2b2-415c-b066-ce89ff281281,635e8630-02f6-467d-818d-30cbbb3c052b,2026-08-13T02:06:18,delivered,1
72e8501b-00ab-4c68-91d9-68feb101cdd9,b529090c-6708-470a-aecb-640b46cce1ed,2026-07-21T17:48:26,refused,1
e7800c03-4f13-4cfe-b310-27df90751199,b529090c-6708-470a-aecb-640b46cce1ed,2026-07-22T17:48:26,delivered,2
72fea44a-cd62-49fd-b125-6c34cbc2f1d3,faf83a5c-0112-4a26-9c4d-3aa8ac11ab13,2026-07-17T01:55:28,delivered,1
41facffc-8573-434c-842c-dd553ffc7367,06907b26-b4ee-49f6-b057-9576c770e156,2026-07-04T22:01:05,no_access,1
28949377-755f-4147-a1e0-ff0bf6aab484,06907b26-b4ee-49f6-b057-9576c770e156,2026-07-05T22:01:05,delivered,2
8cd09b9c-d0dd-4ce3-883d-de96ec9d8ac9,d0e4f334-1763-4c4b-a9f4-05795448d8e2,2026-05-21T03:26:13,delivered,1
71f72328-ddda-44b6-9990-6eeb97a96207,63a8174a-97e4-420f-ae42-548b5e3f88f4,2026-05-22T17:49:11,delivered,1
f6272568-b269-4ed4-806b-9a9aa5fd4633,a3c475af-e600-40fe-b66b-d3d6bf39bd41,2026-08-20T05:07:27,delivered,1
f55036bd-61c6-49d0-8c11-4979b2c540e3,f595f833-5cb0-4df1-b7b6-20b571bcd663,2026-05-06T11:05:14,refused,1
6fc026cb-e0e3-4522-bc97-90261c9475c9,f595f833-5cb0-4df1-b7b6-20b571bcd663,2026-05-07T11:05:14,delivered,2
8435232a-155a-431e-b640-1e56ddffa05d,2b2e3627-7041-489a-9bb9-8fffdb4fa335,2026-05-17T02:25:02,delivered,1
1af7e866-4296-47f9-91dc-f8d2fdcacba6,4a6d388f-194f-4343-9315-f6e311c003d4,2026-08-12T03:31:13,delivered,1
d5798db1-bb30-49d3-a183-b8ea341773a9,8217abba-bfc7-4452-a2a3-2c8e77a07f7d,2026-06-05T22:26:00,delivered,1
b609cf1e-f063-415e-aa6a-1d7ba678558d,b9a28ff8-53ee-43c8-aeb0-7078967cd5b0,2026-04-05T22:16:31,delivered,1
5f992ec2-5828-4589-91be-70469634499e,31eb998c-f9e8-4a02-9f7a-672e37a69262,2026-07-12T23:21:30,delivered,1
83f16628-f191-438d-9d94-43d765582186,6b1f60f7-b105-46dc-bcc6-cb919dbefb3a,2026-04-13T13:22:00,delivered,1
357123cc-8b3e-4d0c-8e1c-4320f4d8e36e,400feba3-7a2c-4e02-b654-eaac01d77bba,2026-04-11T01:52:36,delivered,1
893d7458-5fb5-4bdb-9edc-38be77a1c2e3,d68a67b7-0549-4ab2-8cf7-cf18748d6449,2026-02-22T20:12:15,delivered,1
3361211a-e06f-422a-b98e-275f85ac7fc3,fe6c311c-cf3c-4b02-914b-80bdac265fe7,2026-04-18T13:25:21,delivered,1
ba59b857-9691-4a14-855b-fdbe82f3770e,53179368-f606-4397-98f0-a11369c40ef4,2026-08-04T03:33:48,delivered,1
55441360-17ef-43ed-8bb0-774cf505ee43,c3bf8a67-829a-4b70-a0bf-0f477f21d9df,2026-05-17T16:07:44,delivered,1
487a049f-d472-46f4-928d-d155fd547471,ea4bff2f-0ee9-4fc4-9091-8dda6c9173db,2026-07-29T21:47:40,delivered,1
5f635b45-8126-4310-a8e0-f7ff3a972b48,40794327-e88a-4db9-9a82-ef2676be289c,2026-04-21T01:42:16,no_access,1
c8f8fd3d-d947-420b-bd9a-9304b14f825a,40794327-e88a-4db9-9a82-ef2676be289c,2026-04-22T01:42:16,delivered,2
029cfdf4-914a-4f20-8d59-e21dd5832fd5,e58e2df6-034a-4ef6-8610-c9034e6beab1,2026-06-29T21:02:03,delivered,1
8f1932b4-7cec-4608-a94b-c61c065721d0,6df78255-8e8e-4a0b-b255-84c38dfbbe03,2026-05-10T11:22:05,delivered,1
5cd48820-0c56-4cc2-a733-7c16eb0207a7,66c5ea38-744c-4e0d-aef4-bce137134071,2026-05-27T10:16:55,delivered,1
ff0f52f3-a54e-401e-8ed0-e0e6c5c9a349,0b3559eb-88c0-460f-9909-c071bd362a3b,2026-07-24T21:26:31,delivered,1
71e0b172-b63f-4825-9359-66ec11aa6a63,f2a499c5-eead-4890-9d2e-63cba01d3dbb,2026-05-20T02:08:43,delivered,1
3e71b600-bc9f-47dd-9292-38413d8d003c,ce678a0c-1b6a-45e5-b254-ab0f71720678,2026-07-04T21:11:33,delivered,1
c6fc87da-e2d3-47b4-a572-50b6e721c2fc,681c3f3d-cce6-4d9b-8381-6945fed935fd,2026-06-20T23:32:11,refused,1
a002eba8-d6ea-4d88-a03c-587222c9192b,681c3f3d-cce6-4d9b-8381-6945fed935fd,2026-06-21T23:32:11,delivered,2
6a556c20-bd3f-4e8b-82b5-4802903f21a8,569df8ca-139a-4da7-90fd-4cc3aa4c0017,2026-06-10T19:48:29,delivered,1
da0a85df-6c1f-4f94-9031-7eac145be069,cd5d14a1-9de8-41e0-aa0f-a5435a4fcb03,2026-06-10T14:12:15,delivered,1
6df68892-1c08-4f70-97ec-e29a82837975,8e3a2310-c1e8-44a4-b842-aaa66e04cb92,2026-06-23T21:28:36,delivered,1
f50ce6ca-f8d7-4476-91bd-ec4b62e9ee4f,22145782-3d32-4dba-93d5-cd358fbbc8ec,2026-03-26T01:08:17,delivered,1
dc0f2d8d-16bf-4fd9-9fa8-ba19f7bd4e3d,6b6dc774-3fe4-4615-a299-79163a8ddd74,2026-06-19T08:13:09,delivered,1
3ad3e962-1da6-4346-bad9-52a1a257676f,2ee6fe82-a9c7-4481-ab87-35e39095ecfc,2026-07-11T20:32:37,delivered,1
1ba6b0cf-bc85-4cac-a09a-6cf2ee08217f,5cc2791b-b8d4-40c4-9251-70ea4f20b1f1,2026-03-07T13:47:37,delivered,1
06f46619-63f4-489b-99ae-316670dd5044,7b4e012e-9f06-4114-a0a7-5c62d68ad17d,2026-07-05T17:05:51,delivered,1
