id,fulfillment_order_id,carrier_id,tracking_number,shipped_at,estimated_delivery_at,status
1750ec7e-9ee3-4b46-a899-37fb85a5ba83,bf69c9c3-28b5-4dde-9734-ce9835873c08,CAR-USPS,296738018729,2026-05-01T20:15:48,2026-05-06T20:15:48,delivered
22c48206-324b-448f-b5e6-cb2f6869ea33,3caf2a4e-dede-4602-b378-4cf4d971031f,CAR-FEDEX,724367955007,2026-04-02T20:56:57,2026-04-07T20:56:57,delivered
2d5ea933-e98e-4b91-9348-5969d11346b3,a9c28db4-e922-48c3-af61-c76e17b0fce5,CAR-FEDEX,508433992202,2026-08-11T02:51:23,2026-08-16T02:51:23,delivered
8a3f5b80-0e75-40b8-92a6-2e20f22dc1ba,4e954c15-be11-4f28-ae4d-355e19b8712f,CAR-UPS,740187827222,2026-07-20T21:15:16,2026-07-25T21:15:16,delivered
4b3f8056-f5cc-4043-8ba9-134d265dff94,ddfbed34-a093-40a5-9dab-9613155628f1,CAR-FEDEX,583152241131,2026-07-20T00:34:29,2026-07-25T00:34:29,delivered
efbdfc45-aef5-405e-a5e8-a03a8b61e819,0f8ea11a-7334-4ceb-9f7e-6090231c9152,CAR-USPS,424349705322,2026-05-29T20:03:41,2026-05-31T20:03:41,delayed
47777a8c-1570-4925-8481-25642f086e04,ef955787-0539-4ff0-a64b-28cd0b98771b,CAR-USPS,635397560713,2026-04-23T11:25:02,2026-04-25T11:25:02,delivered
698b4920-8d2a-4d6a-9600-58294dfc3065,532cd911-2cf4-4ad0-8ddc-e9c2b756b8ae,CAR-UPS,373660280052,2026-05-25T20:26:29,2026-05-30T20:26:29,delayed
1dd281af-db60-41e3-adae-f78bc0fd9b29,75d098c0-f692-4371-a0f0-f75b3a1e5807,CAR-FEDEX,728943417050,2026-07-02T10:36:39,2026-07-04T10:36:39,delivered
a6b40d25-911d-4a27-a052-b4abcb546248,2b8fad17-9a45-4298-a04b-45e5e31334d6,CAR-FEDEX,253784913301,2026-07-16T06:58:21,2026-07-21T06:58:21,delivered
6d4b4698-20ad-4c26-b988-c4d3c777a0e5,1d95faba-51ff-4431-9c5d-6fcbcdf1c20f,CAR-UPS,329933734922,2026-04-09T13:07:21,2026-04-11T13:07:21,delivered
9cae5e83-f940-4403-9105-1700c5090a6c,73c8c86a-0438-4f5e-a785-b1b348f15cbb,CAR-USPS,785018717377,2026-02-21T22:14:48,2026-02-26T22:14:48,delivered
37607e53-d772-4bbb-86e5-0120c7509fed,cd99e9c2-a7ed-43ae-b8a4-30c43823c38b,CAR-USPS,438148243350,2026-07-13T14:03:59,2026-07-15T14:03:59,delivered
e1eddeaa-beb7-42cd-9502-d448b3940b71,59e00f23-dd4e-4d35-83fc-85d6ca66e07c,CAR-USPS,639756050949,2026-06-17T04:38:06,2026-06-22T04:38:06,delivered
359b74ee-e538-4d07-9a9b-71bab36b6711,05f24c96-296f-4df5-b1da-779957c6e46e,CAR-USPS,586429215157,2026-04-03T21:40:45,2026-04-08T21:40:45,delivered
37d86815-2e24-460c-a000-538b36997f86,cf81ce40-b412-4049-952e-f17c0eeb4703,CAR-USPS,259507955454,2026-03-30T00:14:34,2026-04-04T00:14:34,delayed
5a5220f6-7463-4dd7-ae22-370df1db7a78,18a10089-7c9e-4b4c-a380-55cd2441b0a4,CAR-USPS,654552441521,2026-06-30T16:56:52,2026-07-02T16:56:52,delivered
c6c5ac16-7a7f-4580-9c63-083ed4d98c31,7ec17614-2714-43f1-b1cd-344ada5fd342,CAR-FEDEX,800598943861,2026-04-30T16:49:35,2026-05-05T16:49:35,delivered
067f6834-00a7-4595-b383-5518f375813b,913f20e2-06c7-4ac4-99bd-40307f9df77e,CAR-FEDEX,439662882364,2026-07-17T21:29:44,2026-07-22T21:29:44,delivered
cffa6c3c-229a-4d00-8ccb-5fe268e2af5d,7f974ec4-74ca-4d33-9e31-d4afed0fca96,CAR-USPS,979643333069,2026-06-11T21:29:50,2026-06-16T21:29:50,delivered
1819bdc2-425a-4187-a8fa-bb4ef07058df,778ca772-2728-4061-88a1-885c9de0767b,CAR-UPS,835925365720,2026-03-15T23:40:16,2026-03-20T23:40:16,delivered
aecada3e-04db-4138-ba95-57bd1ae1719c,7288d02b-95b8-4c2c-8631-c6f0859a8f57,CAR-UPS,724746685529,2026-04-22T08:29:44,2026-04-27T08:29:44,delayed
aa084e32-0e65-46ec-8320-8b3ec7f5444c,15d149b9-3f8e-442b-84e2-0c82cdae9b4d,CAR-USPS,785155292808,2026-05-07T19:21:22,2026-05-12T19:21:22,delivered
ef0a2d50-5e37-4c0f-8de9-893ed889ec63,9eccda76-a3eb-4574-825c-561ae1948434,CAR-FEDEX,503575644938,2026-02-21T09:43:13,2026-02-26T09:43:13,delivered
d8a6b26f-bd17-4008-816b-807409ef166d,07df0051-1c1f-48f7-881b-c7009b79ae29,CAR-UPS,629169822669,2026-08-11T01:00:02,2026-08-16T01:00:02,delayed
c62c5b04-cfc1-4738-9ef6-1710d6d7eec9,4111ef87-b19d-4d53-99f8-dab33848fc47,CAR-FEDEX,785559039643,2026-06-28T01:35:53,2026-07-03T01:35:53,delivered
5001bc11-e7f9-4674-bbda-f8bbc80d4d5d,02d3ce3f-6d4e-4217-98a2-e9e648d5c6ab,CAR-FEDEX,357920268261,2026-05-24T18:03:40,2026-05-26T18:03:40,delivered
634e556a-5549-4a75-9d09-445fbe3fc0e9,5f2b5375-afa1-4338-84a4-04fe1e005617,CAR-USPS,282016867181,2026-07-16T08:51:55,2026-07-21T08:51:55,lost
8cdcabff-a074-4ef0-9006-a54690f192ff,cbd3bb44-2252-4d7a-9aa9-d6c7270a377b,CAR-USPS,653752805917,2026-06-06T06:18:02,2026-06-08T06:18:02,delivered
589a3b55-5c94-4a31-a529-44fe48a86074,62a0d460-0415-4498-b8d3-040ad54dd4ab,CAR-UPS,764962781873,2026-03-21T04:10:57,2026-03-26T04:10:57,delivered
f5df48aa-274b-42eb-a7ec-870cc98819bb,672be145-beec-4279-929a-c3083b7fc156,CAR-USPS,839701108823,2026-04-15T18:31:35,2026-04-20T18:31:35,delivered
d2ae935d-b46c-41f5-b98d-7996a4c5acf0,4e678b98-be72-4e94-ab78-023c0ae25d09,CAR-FEDEX,432055459516,2026-06-03T00:48:23,2026-06-08T00:48:23,delivered
68cc2a72-7d6f-4658-b919-7a2c2fb998ab,c210ee9b-cfc9-48d5-801a-9527752619ae,CAR-USPS,290176720023,2026-03-04T03:30:18,2026-03-09T03:30:18,delivered
c87ad493-c63a-4e65-bab5-6372750925f7,66e23496-9d15-48be-9ac0-4c7001cd052b,CAR-FEDEX,926868943840,2026-06-23T10:04:02,2026-06-25T10:04:02,delayed
991b5081-805b-42bc-b25c-626aa2f613e6,b78eeb68-a8de-4ef2-bdd4-7a30b3ad2774,CAR-FEDEX,879912808846,2026-05-18T08:53:52,2026-05-23T08:53:52,delivered
7eb53270-c03d-4960-94b8-53f595a3c672,0e0381f9-ab37-4a50-98ab-8f24ceff1ef3,CAR-USPS,335081146042,2026-04-26T03:03:55,2026-05-01T03:03:55,delivered
418586fb-0b8c-43a2-9a03-fb1e49038e36,9c820e13-8bb9-40ca-871c-ee60f6626c5f,CAR-UPS,419926950010,2026-06-18T14:18:39,2026-06-23T14:18:39,delivered
81579860-827a-4426-a286-bde70edfe26f,5764c18d-96ca-448e-9ec5-8dd19d519ff8,CAR-UPS,847166632469,2026-05-23T02:25:32,2026-05-28T02:25:32,delivered
a7cc8c28-9fd1-4d33-9bbb-718439ed8490,252b9266-8db9-4d93-9a2f-195946224f57,CAR-FEDEX,245551137337,2026-04-01T19:42:13,2026-04-06T19:42:13,delivered
c2e2659f-6378-4124-b8df-0631d7c50847,68e14e00-d171-40d9-aee4-64beeae251ce,CAR-FEDEX,555395830541,2026-03-24T14:53:57,2026-03-29T14:53:57,delivered
2245e5d3-f985-40ed-a3a6-0320881ef020,c43c2747-227d-4bbf-99b8-e89a9db4e8bb,CAR-UPS,119872758067,2026-02-20T20:13:45,2026-02-25T20:13:45,delivered
79f7b3ed-4f39-49af-851f-ab0e01032b90,caa49ed1-3aae-49b2-a50b-85298a644281,CAR-UPS,863214742545,2026-06-17T00:59:44,2026-06-22T00:59:44,delivered
f0c04078-85e3-4ce4-a04c-9b081c286cd8,36f7548a-66ac-488a-bb9d-c46e48fa425b,CAR-USPS,173218182490,2026-08-11T20:18:07,2026-08-16T20:18:07,delivered
2a1a778a-3c93-47e4-9e0e-78d459220bed,d2faff39-9a7f-4c1a-88b2-c74ce807437d,CAR-UPS,983856106309,2026-03-28T03:44:17,2026-04-02T03:44:17,delivered
b810d25e-8d2f-4337-a32a-0242e94110e2,383abdcc-1071-40c3-8676-3c63b98958b2,CAR-FEDEX,579344401763,2026-08-03T10:17:07,2026-08-08T10:17:07,delivered
3571c6be-e8ca-494b-8252-4b3e1f4d32af,85f52544-ac7f-4b38-813e-becae17314fa,CAR-UPS,969412934045,2026-06-12T20:52:43,2026-06-17T20:52:43,delivered
7e84fcfc-6693-4a55-a880-7f23da3b999f,9de95b43-e538-4519-b770-801e5b361c0c,CAR-UPS,537290613173,2026-05-02T17:16:11,2026-05-04T17:16:11,delivered
c3d21c96-2788-431d-b91d-ecef4ac62186,33ba7d54-1e6b-4c6d-841c-68aa2a63799f,CAR-USPS,956178299781,2026-02-27T15:48:18,2026-03-04T15:48:18,delivered
8dacf5cb-f3c3-4b60-9dc5-f4994275423a,ade3a8cc-7233-49a9-97ff-34b858a9e143,CAR-UPS,523924379800,2026-08-03T09:51:21,2026-08-08T09:51:21,delivered
f362c1fe-4865-4880-8074-7a57d47a0c83,d2cec749-2f35-49b0-b14a-2fb086fe3d81,CAR-USPS,454397971083,2026-08-16T11:05:32,2026-08-21T11:05:32,delivered
479b2aa8-d9f1-405b-8f6b-e5c6804c197e,524ed8bc-28ca-4683-9089-d88d683a0ed7,CAR-FEDEX,506911597653,2026-05-14T02:31:50,2026-05-19T02:31:50,delivered
12f6ebc2-c82b-4bda-86de-9eed627d0b9f,164e7442-439b-43e4-b7fe-9c7efbe8b58c,CAR-USPS,585210734472,2026-02-26T05:50:08,2026-03-03T05:50:08,delayed
315aa809-f50a-41ea-b350-b6b51e3f4649,c40ee747-cce6-4412-8474-3242766f59d7,CAR-UPS,270837917227,2026-07-19T22:18:46,2026-07-24T22:18:46,delayed
b2830d75-f93c-4ca7-ae0b-cc59e2ce753a,ee4d863c-8cd0-4d07-9f35-4c9a4b54a3b7,CAR-UPS,539386457310,2026-04-18T12:04:43,2026-04-20T12:04:43,delivered
9816f26a-6b66-44a7-af28-9ee3c1814dc8,8aa964c1-2101-4702-8e1e-6b152d64a65c,CAR-USPS,896945641583,2026-04-24T12:38:20,2026-04-29T12:38:20,in_transit
d90f1064-b7e1-4d83-b5ac-359e35934226,c5e04b52-440e-4865-8045-a896d54bd68d,CAR-UPS,717277435377,2026-05-11T14:00:19,2026-05-16T14:00:19,delivered
1feb2c0a-0338-4fad-9a67-5930f28ee104,42b53f9f-e14e-451f-bff2-bacd0d9aecfa,CAR-FEDEX,638072302297,2026-03-17T18:35:08,2026-03-22T18:35:08,delivered
ce2b0a83-045a-40e5-b502-0355972b8004,3d91f26c-3dd3-49ce-86a0-ec3a1c6db220,CAR-USPS,445885870299,2026-06-07T11:47:43,2026-06-12T11:47:43,delivered
a76d6008-db58-4535-9e12-4343391c6635,3a6e83f1-1e88-401f-917c-b23cd0b187d7,CAR-USPS,919080732533,2026-04-08T10:05:31,2026-04-13T10:05:31,delivered
a8fd600c-ab86-459e-8148-1a66a7e7fc05,a5d7547a-5f2f-4e4b-9397-18a7409bf784,CAR-UPS,907401665914,2026-04-03T03:09:16,2026-04-05T03:09:16,delayed
d9355e37-0543-4d25-b8f7-3a755ec54dc1,a9109673-a70c-4ab2-8cfc-a66cf4f01aee,CAR-USPS,487319841874,2026-07-23T20:23:11,2026-07-28T20:23:11,delivered
40916571-c56e-4cf1-9803-49df93cc1937,503656c4-6beb-40d6-a7e3-79ac44000a43,CAR-UPS,389407908501,2026-05-31T15:41:52,2026-06-05T15:41:52,delivered
052a584b-6c3c-4c6e-80d7-50ea0a84982a,95eea7b1-717a-4429-bd23-0ac6af230507,CAR-FEDEX,438528618336,2026-07-06T20:57:35,2026-07-08T20:57:35,delivered
266eb237-6ba8-42a1-96e0-d19c265d813f,c5fc71e6-d7ad-4429-bace-dcbe73bbbcd6,CAR-UPS,638301525367,2026-05-21T13:09:05,2026-05-26T13:09:05,in_transit
688f74cd-3e5b-4db8-a98a-832e46e332a9,8672c217-b8d6-4b37-8059-62f05a163279,CAR-USPS,746237658990,2026-07-14T18:56:41,2026-07-16T18:56:41,delivered
721f3598-153a-4128-b851-31e31f603751,1962a590-b8ff-4f10-bc49-f239fd8a2642,CAR-FEDEX,475852641344,2026-04-11T08:32:24,2026-04-16T08:32:24,delivered
74442945-d848-4528-bd5c-d40059bea8e1,63fefcf7-1651-4613-8a18-0041ef0dd62c,CAR-FEDEX,856955238994,2026-02-24T14:53:12,2026-03-01T14:53:12,delivered
48a418b9-f201-47fb-a172-f7b4e0b2168f,2fb1233f-4e75-4a1b-bf4d-29b0a086da31,CAR-UPS,942266632093,2026-05-19T11:08:02,2026-05-24T11:08:02,delivered
e194d48b-bb28-47f9-9563-f14ec5b4c5a9,37d86460-cce7-4fc4-9f42-58767283e6ba,CAR-USPS,828186115632,2026-03-10T18:39:00,2026-03-15T18:39:00,delivered
976d1eb4-efe0-4341-b391-032d52a17c63,95aede71-8dab-464d-9046-6c38676aa33d,CAR-FEDEX,954326630689,2026-03-02T06:48:14,2026-03-07T06:48:14,delivered
ebd07660-6f9f-4d67-a583-677a6be60019,785cc867-091c-4088-9f7a-6217689f8493,CAR-FEDEX,854220617438,2026-07-10T06:32:52,2026-07-15T06:32:52,lost
bdfe57d4-2f6e-4d06-8e42-0e30a2483323,248542bc-7a8b-4029-ac2d-cce56ac4c5d2,CAR-USPS,330402906911,2026-04-25T04:49:24,2026-04-30T04:49:24,delivered
6dc1d484-7e96-4099-bdeb-99329dbb5afa,e7c95052-b452-4b6c-9dab-e8e7250ff59d,CAR-USPS,268144621846,2026-02-22T00:29:26,2026-02-27T00:29:26,delivered
635e8630-02f6-467d-818d-30cbbb3c052b,d4829e24-7741-4415-a4bf-9c67238527b7,CAR-USPS,407390217683,2026-08-10T00:43:03,2026-08-15T00:43:03,delivered
b529090c-6708-470a-aecb-640b46cce1ed,e031bfb4-ef2d-4ab0-8a60-f67b0a7d3b09,CAR-FEDEX,501139241048,2026-07-19T07:16:59,2026-07-24T07:16:59,delivered
faf83a5c-0112-4a26-9c4d-3aa8ac11ab13,718b6db3-fa7b-4a04-a528-b3aed48280a8,CAR-USPS,620134477974,2026-07-13T13:47:36,2026-07-18T13:47:36,delivered
06907b26-b4ee-49f6-b057-9576c770e156,81c26e77-9b41-429e-a17b-0e2d83de0ba2,CAR-USPS,836277510173,2026-06-29T04:28:27,2026-07-01T04:28:27,delayed
d0e4f334-1763-4c4b-a9f4-05795448d8e2,bc637c61-c1ce-4940-881c-9bcc75b632ca,CAR-FEDEX,848792633749,2026-05-17T05:36:17,2026-05-19T05:36:17,delivered
63a8174a-97e4-420f-ae42-548b5e3f88f4,329b8dc8-cc23-47a3-91d3-f260b30d0177,CAR-UPS,294618038743,2026-05-19T05:50:27,2026-05-24T05:50:27,delivered
a3c475af-e600-40fe-b66b-d3d6bf39bd41,ed3f077e-0021-4f6b-84cc-da65320e13d5,CAR-FEDEX,332575663039,2026-08-16T19:32:12,2026-08-21T19:32:12,delivered
f595f833-5cb0-4df1-b7b6-20b571bcd663,085eab04-eb0d-4e5b-8d7f-c37fe7c4dd3b,CAR-UPS,466810126817,2026-05-03T01:29:08,2026-05-08T01:29:08,delivered
a3ca813e-5295-42c4-b1ef-4485bcec2b71,5db4021d-787e-4cc3-9b0d-95f0867777be,CAR-USPS,502655134407,2026-08-16T13:01:04,2026-08-21T13:01:04,in_transit
2b2e3627-7041-489a-9bb9-8fffdb4fa335,bc409f9e-5cb8-4981-87ce-a29eb0262516,CAR-FEDEX,436608857157,2026-05-09T23:43:15,2026-05-14T23:43:15,delayed
4a6d388f-194f-4343-9315-f6e311c003d4,9d1a1606-b1b2-4867-92fb-1cb1ee3ac05a,CAR-USPS,262537420507,2026-08-09T02:54:10,2026-08-11T02:54:10,delivered
8217abba-bfc7-4452-a2a3-2c8e77a07f7d,742a564a-4e75-4992-b1e7-242413ea1bea,CAR-USPS,664779320222,2026-05-29T20:24:13,2026-05-31T20:24:13,delayed
b9a28ff8-53ee-43c8-aeb0-7078967cd5b0,480b1fe5-dae4-4136-a658-079e2e40cbd8,CAR-USPS,811079921808,2026-04-02T01:58:57,2026-04-07T01:58:57,delivered
31eb998c-f9e8-4a02-9f7a-672e37a69262,eff6ffa6-1934-4648-b168-e7568f6b4902,CAR-FEDEX,799045834674,2026-07-10T01:03:06,2026-07-15T01:03:06,delivered
6b1f60f7-b105-46dc-bcc6-cb919dbefb3a,01bc363b-11af-46c9-9374-dfbe4d0d7758,CAR-UPS,594155101136,2026-04-09T12:44:38,2026-04-14T12:44:38,delivered
be2c9044-c44f-4a11-91ad-c1d646954bd1,c88e4090-bbbd-41bc-9135-deb757419033,CAR-UPS,117530841001,2026-04-02T22:02:56,2026-04-07T22:02:56,in_transit
400feba3-7a2c-4e02-b654-eaac01d77bba,10886803-2705-4a2d-90c9-f6635d84c1a5,CAR-UPS,737126595777,2026-04-08T01:54:14,2026-04-10T01:54:14,delivered
4b2d9eb8-ae61-4b09-910e-370d333eca4f,167b9c56-9442-4050-9148-29bcd586c7d7,CAR-FEDEX,341658879491,2026-06-21T19:15:53,2026-06-26T19:15:53,in_transit
d68a67b7-0549-4ab2-8cf7-cf18748d6449,0d0d9a88-40bf-44b9-a3df-080a2704af59,CAR-FEDEX,797530704748,2026-02-19T18:47:03,2026-02-24T18:47:03,delivered
fe6c311c-cf3c-4b02-914b-80bdac265fe7,f319bf27-61d2-4bbd-961d-ea71d38a3461,CAR-UPS,189782664333,2026-04-15T06:40:45,2026-04-20T06:40:45,delivered
53179368-f606-4397-98f0-a11369c40ef4,40b59c2f-0741-4a1f-a13f-3fbe7c1acc09,CAR-FEDEX,952862911251,2026-08-02T17:19:43,2026-08-07T17:19:43,delivered
c3bf8a67-829a-4b70-a0bf-0f477f21d9df,1dccdbfa-38b0-4051-97c1-9dcd3c18f8fe,CAR-UPS,618264208711,2026-05-12T13:38:41,2026-05-14T13:38:41,delivered
ea4bff2f-0ee9-4fc4-9091-8dda6c9173db,efab38ba-9d3d-4cb2-894d-904af1eee470,CAR-UPS,984770187472,2026-07-26T15:11:33,2026-07-31T15:11:33,delivered
40794327-e88a-4db9-9a82-ef2676be289c,47f7e737-c5b4-4e5b-8bdd-19533ae760eb,CAR-USPS,254742487003,2026-04-17T10:42:23,2026-04-22T10:42:23,delivered
e58e2df6-034a-4ef6-8610-c9034e6beab1,91078aef-a05d-4a09-9e7a-8baedb160ff3,CAR-UPS,792296462908,2026-06-27T07:12:17,2026-06-29T07:12:17,delivered
6df78255-8e8e-4a0b-b255-84c38dfbbe03,58e4dac4-5b9a-4b54-b6db-4cb0578f0afb,CAR-UPS,703585228722,2026-05-07T03:46:25,2026-05-12T03:46:25,delivered
66c5ea38-744c-4e0d-aef4-bce137134071,36a1c9f3-7ee9-45b7-bd6d-c69d9d359f76,CAR-USPS,618814165842,2026-05-22T09:14:26,2026-05-24T09:14:26,delivered
0b3559eb-88c0-460f-9909-c071bd362a3b,0be7f1db-6df3-4b74-ab8e-6dabd5fbb64c,CAR-USPS,119354950991,2026-07-22T01:27:05,2026-07-27T01:27:05,delivered
f2a499c5-eead-4890-9d2e-63cba01d3dbb,534efe01-ae5f-4de8-a90d-e9a76de8e232,CAR-UPS,682407537949,2026-05-14T22:26:51,2026-05-19T22:26:51,delayed
ce678a0c-1b6a-45e5-b254-ab0f71720678,7ac33bc1-1bf2-46e3-9d10-2307bc87d969,CAR-UPS,908460070404,2026-06-26T13:14:39,2026-07-01T13:14:39,delayed
681c3f3d-cce6-4d9b-8381-6945fed935fd,1789eb68-78f3-4bdc-b366-4c51706f7e2d,CAR-USPS,403342392725,2026-06-19T08:15:57,2026-06-24T08:15:57,delivered
569df8ca-139a-4da7-90fd-4cc3aa4c0017,87e3e5af-eb38-4009-9815-0bfd2352c625,CAR-UPS,943242866433,2026-06-07T11:57:02,2026-06-12T11:57:02,delivered
19f2b4ca-e850-4fdc-92cf-d154c08fc119,144997f7-1bbb-4a4c-9ab8-bd850b58195f,CAR-USPS,189614106251,2026-06-23T05:06:11,2026-06-28T05:06:11,lost
cd5d14a1-9de8-41e0-aa0f-a5435a4fcb03,87d23667-f2fa-4fa3-8a90-a6d997d1b760,CAR-UPS,575840321561,2026-06-06T08:24:31,2026-06-11T08:24:31,delivered
8e3a2310-c1e8-44a4-b842-aaa66e04cb92,29f8e136-5f32-470c-88ef-ae53123ddc55,CAR-USPS,840299289123,2026-06-21T08:15:36,2026-06-26T08:15:36,delivered
22145782-3d32-4dba-93d5-cd358fbbc8ec,4aaad0c5-2abb-4ecc-8944-e995286e88db,CAR-FEDEX,818137547605,2026-03-22T06:43:09,2026-03-24T06:43:09,delivered
e7d1d4ea-3aac-4a95-9d6a-d69f40e26c9e,a5ade57e-d9ad-45db-882c-ca5f9ed07a71,CAR-UPS,175194952997,2026-07-01T19:15:01,2026-07-06T19:15:01,in_transit
6b6dc774-3fe4-4615-a299-79163a8ddd74,dbd66932-e230-4e0b-bb54-9e34f13ff138,CAR-UPS,268765510377,2026-06-15T16:04:35,2026-06-20T16:04:35,delivered
2ee6fe82-a9c7-4481-ab87-35e39095ecfc,d5db0ff6-7058-4689-af42-52d3349c6da0,CAR-FEDEX,649056233994,2026-07-08T20:50:15,2026-07-10T20:50:15,delivered
6138860f-5bdc-4224-a47a-279ef6d69734,5d4aed80-f1cb-4943-95fa-8f4087f4314b,CAR-UPS,312513075793,2026-05-12T19:48:02,2026-05-17T19:48:02,in_transit
5cc2791b-b8d4-40c4-9251-70ea4f20b1f1,2862aefe-5b9d-407d-ab0d-d35f54f4c633,CAR-UPS,223449853423,2026-03-04T15:58:20,2026-03-09T15:58:20,delivered
46d35eac-57a7-473e-8076-0ee69ae0660a,542e75ad-8ae4-4ba3-b3b4-4633b2896eb7,CAR-UPS,329183302847,2026-08-04T17:38:39,2026-08-09T17:38:39,in_transit
7b4e012e-9f06-4114-a0a7-5c62d68ad17d,9b743d61-c1fd-4199-a0aa-8a540a5c25e8,CAR-UPS,737487219870,2026-07-02T07:01:12,2026-07-07T07:01:12,delivered
