id,ticket_id,event_type,occurred_at,detail
cdf1d1ea-7642-4d30-a112-759d2636b91e,815bf17e-8195-4ccc-9e93-6eb50bc44266,resolved,2026-01-09T20:43:43,
9105c405-3488-4dcc-877a-cd9aacc1dea2,546454b2-e40d-44bd-acc0-3c384a76c7bb,created,2026-07-17T16:37:57,
001ce082-1361-4e7c-8983-113fbfa9e242,546454b2-e40d-44bd-acc0-3c384a76c7bb,assigned,2026-07-17T20:43:18,63d29a06-4a0f-4f21-9b3c-0ca917190a59
f530a137-f870-40ee-b25f-6c979ed797e2,546454b2-e40d-44bd-acc0-3c384a76c7bb,resolved,2026-07-19T06:26:55,
94056c49-1bf9-41c6-a3b4-7e7d182ddc0e,01b75859-f6e4-49b0-831f-72d543b7cf37,created,2026-01-11T16:37:57,
a6aeb69f-fdb8-41c0-8cab-91a4cfd2f67b,951a68c2-2e18-4adf-b8d7-0ac528918702,created,2026-03-03T16:37:57,
42e6f8e6-bd0f-444d-972c-4fa6f10bca5d,951a68c2-2e18-4adf-b8d7-0ac528918702,assigned,2026-03-04T00:20:46,d8626458-40a4-4749-8828-09916a7365e6
aad1e124-ba3f-41dd-b193-952d0f644639,951a68c2-2e18-4adf-b8d7-0ac528918702,resolved,2026-03-05T07:06:41,
364879e5-c8be-4929-ac86-fce2a7cc5250,e7b31f7e-bb81-4c70-adb1-7094bd76d177,created,2026-05-05T16:37:57,
bc2de390-3338-449b-9a45-683169f172d0,e7b31f7e-bb81-4c70-adb1-7094bd76d177,assigned,2026-05-06T01:02:49,38003235-c133-4913-a560-05ab3f945523
8157d203-b794-408f-a68b-7eefa4a6cb01,5147d911-1168-401a-a7f7-c7cfa545f176,created,2026-06-18T16:37:57,
01f3958c-a4db-4e24-94f9-6f8196622c42,da66b5bf-7330-4376-8ffc-d9b3fa8739bc,created,2025-10-30T16:37:57,
73424e88-264a-446d-aa33-7f35c5161c7d,da66b5bf-7330-4376-8ffc-d9b3fa8739bc,assigned,2025-10-31T04:25:01,febe248a-e430-40d5-84d7-fc06d8b408dc
61fddfef-2d0f-427c-b946-98986812d173,da66b5bf-7330-4376-8ffc-d9b3fa8739bc,resolved,2025-11-02T04:40:26,
c27e6c88-0449-45a1-be41-456cf4a6269b,99bb9def-874b-4cb3-bb13-a4806debf240,created,2026-07-27T16:37:57,
272f6ea9-153e-40c1-ad83-d9937d050b9e,99bb9def-874b-4cb3-bb13-a4806debf240,assigned,2026-07-27T18:07:34,63d29a06-4a0f-4f21-9b3c-0ca917190a59
8b11f74a-ffa3-42db-b227-8fb4f33d129e,99bb9def-874b-4cb3-bb13-a4806debf240,resolved,2026-07-28T21:29:59,
08857bb7-d54e-4557-9d65-b5f7dbfc52f5,3d302ca6-8c89-451c-b112-0e9419e2030c,created,2026-05-25T16:37:57,
54a2d3be-f780-422f-9f82-aaa650b0c617,3d302ca6-8c89-451c-b112-0e9419e2030c,assigned,2026-05-25T17:22:57,63d29a06-4a0f-4f21-9b3c-0ca917190a59
361286f5-5252-4a17-ade1-cece685a8149,3d302ca6-8c89-451c-b112-0e9419e2030c,resolved,2026-05-29T00:14:24,
508e652d-584a-4747-bbbf-fd1931f6227f,5c9c2ccf-2221-46ab-b5cd-8e403159daa7,created,2026-07-16T16:37:57,
4f756cc7-bed8-4acd-a4b2-4e9351033dc4,5c9c2ccf-2221-46ab-b5cd-8e403159daa7,assigned,2026-07-16T18:45:06,38003235-c133-4913-a560-05ab3f945523
1dc95547-8cf3-42da-9596-903ddc0e43a5,5c9c2ccf-2221-46ab-b5cd-8e403159daa7,resolved,2026-07-19T00:06:43,
8b529682-c99a-46cf-b3b5-5f83c74069bf,151c469b-22a5-4b67-ade9-546a51b3cc78,created,2026-06-02T16:37:57,
9f3b84da-9857-4d3a-aad1-f6cc93322d10,151c469b-22a5-4b67-ade9-546a51b3cc78,assigned,2026-06-02T20:46:17,90f96181-8123-4add-8fe8-938102416710
60cefead-895a-480a-8239-e50377e7268f,151c469b-22a5-4b67-ade9-546a51b3cc78,resolved,2026-06-05T23:17:28,
064591e1-f5d6-48e1-908b-c0b52550e481,ed411189-9fc4-4fe6-9b5c-9b975b990b83,created,2026-01-26T16:37:57,
a3f5a267-ae0b-47ba-ae79-a594f0b7c6cc,ed411189-9fc4-4fe6-9b5c-9b975b990b83,assigned,2026-01-26T23:43:05,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc
8db03223-0bc6-429f-93b3-839b2b2ab4e5,ed411189-9fc4-4fe6-9b5c-9b975b990b83,resolved,2026-01-30T11:57:44,
2209ac70-86a8-464b-ac81-9e958c8d0449,03e5f14f-24a2-4016-bf52-979be4fa5ceb,created,2025-12-29T16:37:57,
3039ab35-257b-4b89-91e6-e526c4dbaa15,03e5f14f-24a2-4016-bf52-979be4fa5ceb,assigned,2025-12-30T02:17:03,63d29a06-4a0f-4f21-9b3c-0ca917190a59
ab299b4f-19ee-4f13-b239-d7ddbc439b79,f70d88d7-9498-47b0-aaac-d3e906bd1bec,created,2026-05-21T16:37:57,
04b68882-6ead-4c56-970c-5fffa7ffea53,f70d88d7-9498-47b0-aaac-d3e906bd1bec,assigned,2026-05-21T20:18:26,38003235-c133-4913-a560-05ab3f945523
9a85666b-9bc7-46b2-a0d4-7dce58676ed7,f70d88d7-9498-47b0-aaac-d3e906bd1bec,resolved,2026-05-22T16:00:43,
bfdce542-ef12-4ae2-8772-c0e88964b2e1,386190eb-5b09-4565-9e4c-4185fdc12053,created,2026-01-14T16:37:57,
bdcdbf00-b321-455d-ac44-e36523daa3ef,386190eb-5b09-4565-9e4c-4185fdc12053,assigned,2026-01-14T20:30:50,90f96181-8123-4add-8fe8-938102416710
0b7bd50f-c713-4c48-935c-88b64ff89cea,386190eb-5b09-4565-9e4c-4185fdc12053,resolved,2026-01-17T13:38:32,
25659c07-a523-458f-a032-8f7902a51293,2db78aa1-e57b-4760-a713-f84a64bc898d,created,2026-06-29T16:37:57,
89428c1a-50e0-4708-869d-ca340bd44dc6,2db78aa1-e57b-4760-a713-f84a64bc898d,assigned,2026-06-30T02:18:43,8ae11eaa-8f00-40e3-b3e3-b30d399db61c
dc98db70-7537-45a2-91f0-83bfcc13a0f5,2db78aa1-e57b-4760-a713-f84a64bc898d,resolved,2026-07-01T11:35:46,
c47eaa02-12c5-4d89-b9a0-14a668a7dba0,fc4bc143-582c-400a-8460-256bb0d0186a,created,2026-03-16T16:37:57,
c0f5c0b6-14d1-4f23-9b60-1a5a8ab20ba7,fc4bc143-582c-400a-8460-256bb0d0186a,assigned,2026-03-17T01:22:20,38003235-c133-4913-a560-05ab3f945523
8b0345a8-84b0-40f3-a77c-45173e10f6c7,fc4bc143-582c-400a-8460-256bb0d0186a,resolved,2026-03-18T15:07:01,
21f5b7e2-a709-4dc1-8d3e-2323baef1f23,24f766bf-3c30-4c78-86b2-0c8e985d779f,created,2026-07-19T16:37:57,
989a3b17-879a-441b-9932-fba8fc77b384,24f766bf-3c30-4c78-86b2-0c8e985d779f,assigned,2026-07-19T23:51:18,90f96181-8123-4add-8fe8-938102416710
da7e3985-5aaf-4925-9afa-35f030a7e705,24f766bf-3c30-4c78-86b2-0c8e985d779f,resolved,2026-07-22T23:16:56,
26b591c6-f6ff-4fab-9d88-c4a501424717,2e916575-5c7b-4ebc-8388-1c2f7061e61e,created,2025-12-30T16:37:57,
c2f42096-9c5b-4ea9-856f-9cabafb436a7,2e916575-5c7b-4ebc-8388-1c2f7061e61e,assigned,2025-12-30T20:55:48,90f96181-8123-4add-8fe8-938102416710
849a4275-e80b-40a8-8c08-507a6cbc4ba5,2e916575-5c7b-4ebc-8388-1c2f7061e61e,resolved,2026-01-03T11:51:28,
6226cded-a01a-4e89-8f73-0049bb309098,ce9ab3a8-b14a-47ec-98ee-39e5dba46fa3,created,2026-06-18T16:37:57,
0834b3cd-018e-42f6-b85e-f6399d00bef3,ce9ab3a8-b14a-47ec-98ee-39e5dba46fa3,assigned,2026-06-19T01:42:22,38003235-c133-4913-a560-05ab3f945523
082ca41f-77f5-457c-9163-30d288c72995,ce9ab3a8-b14a-47ec-98ee-39e5dba46fa3,resolved,2026-06-19T18:58:55,
ea469483-f5a0-4253-8e1f-7159df0e7529,d850cd27-1238-46dd-afe1-a55136cebb76,created,2025-12-05T16:37:57,
d017ee8a-c51d-47eb-8da5-2e25c4fff0b0,4677b78c-2b04-4521-95c3-3b8a89be044c,created,2026-02-05T16:37:57,
c97af20f-de98-4a5d-8c70-5c7647a39589,4677b78c-2b04-4521-95c3-3b8a89be044c,assigned,2026-02-06T03:02:20,63d29a06-4a0f-4f21-9b3c-0ca917190a59
c3d89d39-b748-48bf-b35a-7928f01261c3,4677b78c-2b04-4521-95c3-3b8a89be044c,resolved,2026-02-09T17:37:11,
5f7ef21c-8bec-405b-bc9e-d2aad02ce5e8,2bf08bd6-c433-416f-a1cd-4f23315ad7a3,created,2026-05-17T16:37:57,
2c619811-1230-4b7d-b7a7-f2479c4becd6,2bf08bd6-c433-416f-a1cd-4f23315ad7a3,assigned,2026-05-18T03:49:47,d8626458-40a4-4749-8828-09916a7365e6
4a28fd1a-48ff-437a-8ee6-1702d9932820,539ab80f-cc60-41ef-b406-adb6dd2a7f06,created,2026-04-12T16:37:57,
d331b618-4fad-4e16-83b3-d05212055030,539ab80f-cc60-41ef-b406-adb6dd2a7f06,assigned,2026-04-13T02:05:48,febe248a-e430-40d5-84d7-fc06d8b408dc
f69554ce-4493-4fa9-80af-03cc7be1ab3e,539ab80f-cc60-41ef-b406-adb6dd2a7f06,resolved,2026-04-16T06:11:20,
c1a1e75f-39d2-4dcc-8111-4cb3da4698da,8dd760d2-aefd-4c5a-bc6d-0e44c6323cd7,created,2026-04-05T16:37:57,
7406bcc0-a60f-4477-84ed-40fe9a38c25c,8dd760d2-aefd-4c5a-bc6d-0e44c6323cd7,assigned,2026-04-06T00:09:52,38003235-c133-4913-a560-05ab3f945523
0366e1d3-059e-47b2-99fa-d8c426d25334,8dd760d2-aefd-4c5a-bc6d-0e44c6323cd7,resolved,2026-04-08T23:11:32,
240d0dde-6afa-46ba-9568-abd44e8db15f,75645be3-dfb5-4a40-baea-11d317775906,created,2025-12-31T16:37:57,
3b0e52b2-e0d8-4640-8281-7be670ccf8b4,75645be3-dfb5-4a40-baea-11d317775906,assigned,2025-12-31T17:46:47,63d29a06-4a0f-4f21-9b3c-0ca917190a59
73c28219-d8fe-43f1-a461-3f73b4de2165,75645be3-dfb5-4a40-baea-11d317775906,resolved,2026-01-01T04:09:37,
bc0142d9-a05c-4d8e-bc4c-7747e09be917,2328031e-f091-4952-8960-37db3ceabdc4,created,2026-05-26T16:37:57,
8b2e65d2-5e08-468a-a84c-35780758f277,2328031e-f091-4952-8960-37db3ceabdc4,assigned,2026-05-26T22:45:19,8ae11eaa-8f00-40e3-b3e3-b30d399db61c
d32fc80a-0177-4636-ad2a-b19c037b48f7,2328031e-f091-4952-8960-37db3ceabdc4,resolved,2026-05-28T18:05:02,
a6ca7ce4-75fc-458f-bf81-a13d634b92d9,f049f04b-a25b-4e89-9872-fe5e3a7c8286,created,2025-10-29T16:37:57,
20793b8d-04c9-46b0-8636-cba6fa6ac048,f049f04b-a25b-4e89-9872-fe5e3a7c8286,assigned,2025-10-29T17:11:43,38003235-c133-4913-a560-05ab3f945523
d944cffc-a622-42c4-bcec-f17e1b744128,f049f04b-a25b-4e89-9872-fe5e3a7c8286,resolved,2025-10-30T08:33:42,
9b20b379-8bb8-4ae6-a1cb-8ca96b8f5636,f049f04b-a25b-4e89-9872-fe5e3a7c8286,reopened,2025-11-03T08:33:42,
c68daf3a-33a4-4cdb-b487-f6336956e68c,5f48f305-2995-47c2-9c60-56b2667b61a5,created,2026-01-26T16:37:57,
a8b81bf0-e824-426a-b066-d60054a0b7ad,5f48f305-2995-47c2-9c60-56b2667b61a5,assigned,2026-01-27T03:12:18,38003235-c133-4913-a560-05ab3f945523
b931a6d6-82e9-49ab-9157-890082876633,5f48f305-2995-47c2-9c60-56b2667b61a5,resolved,2026-01-29T13:51:14,
140e08c8-f22c-4e5e-9fec-4b04799ce8d6,4ad51a90-601f-4356-80f8-9ba78b4c8c66,created,2026-05-21T16:37:57,
bb12f4ea-ade0-4717-987d-321ca5946990,4ad51a90-601f-4356-80f8-9ba78b4c8c66,assigned,2026-05-22T01:31:41,8ae11eaa-8f00-40e3-b3e3-b30d399db61c
6e0be7a0-6465-4ead-ba6b-8e0ce256c224,4ad51a90-601f-4356-80f8-9ba78b4c8c66,resolved,2026-05-24T03:56:40,
9488800b-ffc6-4fba-8171-99edb79eba5e,d4708ce2-55aa-4fa8-b24c-cf07131f4780,created,2025-11-24T16:37:57,
99cd4c8a-8784-4d7f-8c1e-b76f080f702e,d4708ce2-55aa-4fa8-b24c-cf07131f4780,assigned,2025-11-25T00:34:55,63d29a06-4a0f-4f21-9b3c-0ca917190a59
641f5057-de63-4941-b3b4-f0a07193c80f,d4708ce2-55aa-4fa8-b24c-cf07131f4780,resolved,2025-11-26T17:27:53,
95a8ccea-9a9c-43be-bef3-79acf77d085a,17389eb1-049c-4533-a537-8a9eafd9a5d1,created,2026-01-07T16:37:57,
ea75e9de-2ab5-4520-96f3-16859e07731f,17389eb1-049c-4533-a537-8a9eafd9a5d1,assigned,2026-01-07T18:28:15,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc
a6a35733-7312-4b62-aaa7-68e6cec66f3d,4c0e29df-5c0f-4fa5-9881-370aa63c0828,created,2025-11-05T16:37:57,
2d689ba3-9f22-4a11-b3d0-85bd7908d8ad,4c0e29df-5c0f-4fa5-9881-370aa63c0828,assigned,2025-11-05T22:58:26,febe248a-e430-40d5-84d7-fc06d8b408dc
62b11956-6d06-4afc-a493-130d459e674e,4c0e29df-5c0f-4fa5-9881-370aa63c0828,resolved,2025-11-08T12:53:30,
60d571c3-775e-499e-bed5-045efeea107d,b817ed23-e178-4d36-a23a-8b25e35c28b0,created,2026-04-09T16:37:57,
6119f908-b80d-4436-8d91-1195a21bfa8e,b817ed23-e178-4d36-a23a-8b25e35c28b0,assigned,2026-04-09T17:39:48,b00deb46-3313-4939-aac7-8e195ac8d589
af047b54-0adc-4c58-8ed5-cbdec1450288,b817ed23-e178-4d36-a23a-8b25e35c28b0,resolved,2026-04-12T22:12:40,
e883435e-5dbb-4994-bc96-4945ee945f84,a12d87d8-8750-4dd0-8634-5bc614fbf5bc,created,2026-03-12T16:37:57,
ea7b45b6-6ec1-42c2-8015-4196316d8371,a12d87d8-8750-4dd0-8634-5bc614fbf5bc,assigned,2026-03-12T18:25:43,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc
d0cf5de6-c3b0-4014-8aee-f6774cc4c9c9,3ed77d58-cd8d-4b6d-b3d3-7d7ebe0b38dd,created,2026-03-24T16:37:57,
d6a59abd-fe2d-4d39-9a6a-7ca439aa795c,3ed77d58-cd8d-4b6d-b3d3-7d7ebe0b38dd,assigned,2026-03-24T21:32:02,d8626458-40a4-4749-8828-09916a7365e6
4dad90f0-78b1-42e8-8d3d-e5e6b640cd57,3ed77d58-cd8d-4b6d-b3d3-7d7ebe0b38dd,resolved,2026-03-28T03:24:39,
a8ac8b62-00fc-469b-b679-70cab98b9c55,a5eb58e5-7ef8-4a77-845f-425e007d59c4,created,2026-02-15T16:37:57,
2c340f18-0436-4511-8d4a-525f85c12963,a5eb58e5-7ef8-4a77-845f-425e007d59c4,assigned,2026-02-16T00:43:25,38003235-c133-4913-a560-05ab3f945523
242462aa-56fc-4366-a4c8-9fde020c9439,4026e278-39c5-4e6e-b136-ab21672fef5e,created,2026-02-02T16:37:57,
c8f0fe40-efa3-4c96-b1b1-1fcf7ccc374e,4026e278-39c5-4e6e-b136-ab21672fef5e,assigned,2026-02-02T20:15:44,b00deb46-3313-4939-aac7-8e195ac8d589
6990a970-b67b-40b6-be18-bdde84523ed6,4026e278-39c5-4e6e-b136-ab21672fef5e,resolved,2026-02-04T06:01:58,
0f5f94ad-489a-4596-99b0-ba474436a07b,4674a5da-12be-4949-87a7-f42869f04b29,created,2026-08-10T16:37:57,
d7960cd4-8dc0-4952-b4da-ecd76483be7f,4674a5da-12be-4949-87a7-f42869f04b29,assigned,2026-08-11T03:09:18,b00deb46-3313-4939-aac7-8e195ac8d589
aebbc402-5aef-49da-a4bf-1b50d4d078eb,c26f5915-eed7-4bab-b9ef-9a01d3ed7b73,created,2026-06-13T16:37:57,
875d53d6-4b43-4551-a5d8-7f5db94d1e86,c26f5915-eed7-4bab-b9ef-9a01d3ed7b73,assigned,2026-06-13T19:16:10,90f96181-8123-4add-8fe8-938102416710
0d273142-e9f9-4b57-bb33-723b059e4bde,c26f5915-eed7-4bab-b9ef-9a01d3ed7b73,resolved,2026-06-15T02:24:07,
5b9e9dd3-befb-4a64-945c-5d506289ca83,2fd17399-3236-4789-aa1f-6a2049beef09,created,2026-08-06T16:37:57,
379e9566-7f98-41d8-8b3a-5746471d7c66,2fd17399-3236-4789-aa1f-6a2049beef09,assigned,2026-08-06T22:36:15,63d29a06-4a0f-4f21-9b3c-0ca917190a59
3aba94bd-693a-4754-908b-b43a8b122abd,2fd17399-3236-4789-aa1f-6a2049beef09,resolved,2026-08-09T18:38:15,
e7d0a2bb-d368-412c-82d2-aa7bec520115,55496b47-5760-4051-992b-0f6b8ef59d36,created,2026-04-25T16:37:57,
2918aaa7-cce0-4122-8bb0-45e69f086caf,55496b47-5760-4051-992b-0f6b8ef59d36,assigned,2026-04-25T21:26:19,b00deb46-3313-4939-aac7-8e195ac8d589
c529bd2e-ffeb-4705-be46-ef55452d0183,a06d404e-4b3f-4702-8b52-574ddd0beb45,created,2026-01-10T16:37:57,
7649c102-7d47-4f96-8244-c2ba669f1a78,a06d404e-4b3f-4702-8b52-574ddd0beb45,assigned,2026-01-11T02:02:56,febe248a-e430-40d5-84d7-fc06d8b408dc
f6d9e012-df27-424a-b3e4-c2c7e5b8a51a,a06d404e-4b3f-4702-8b52-574ddd0beb45,resolved,2026-01-13T12:52:11,
a2c81cbe-6b2d-4159-b8f6-6341f27c6c44,c9058842-200c-49a8-ab74-963911a21f0c,created,2026-01-31T16:37:57,
ed8d2fad-d63b-4976-8bf8-bd63d9b081e3,c9058842-200c-49a8-ab74-963911a21f0c,assigned,2026-01-31T19:16:02,38003235-c133-4913-a560-05ab3f945523
b85903d0-43bd-4433-bf5a-36be2c275385,ae657bcc-a8be-4722-9dcf-440f0d6d9279,created,2025-12-04T16:37:57,
e8ec3f12-99f8-4620-b5e5-95f089e746a7,ae657bcc-a8be-4722-9dcf-440f0d6d9279,assigned,2025-12-04T21:52:01,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc
b53cb7a8-2f17-4a8f-9491-16081b049f93,ae657bcc-a8be-4722-9dcf-440f0d6d9279,resolved,2025-12-07T09:38:34,
9886ee48-960e-4b03-84ff-dc6e1ce68f17,59a707bd-ac4a-4f7f-9004-477599e33e4e,created,2026-07-29T16:37:57,
d2be36df-9be6-4f33-ab9c-070b6b735ad2,59a707bd-ac4a-4f7f-9004-477599e33e4e,assigned,2026-07-30T00:23:36,8ae11eaa-8f00-40e3-b3e3-b30d399db61c
c9494dbf-f516-4c2c-94ad-b0a64c535e8e,59a707bd-ac4a-4f7f-9004-477599e33e4e,resolved,2026-07-31T09:49:54,
976bd443-9df3-43e7-9a5f-5f1ffd70cd6a,c719c23a-31e3-4d0a-aa3b-c01f666843b5,created,2026-06-12T16:37:57,
d8e4d10a-9e8a-4e1e-b9f6-ce0089ceb455,c719c23a-31e3-4d0a-aa3b-c01f666843b5,assigned,2026-06-13T01:47:30,63d29a06-4a0f-4f21-9b3c-0ca917190a59
4a399358-8b24-4576-aa11-870a32c39403,c719c23a-31e3-4d0a-aa3b-c01f666843b5,resolved,2026-06-15T11:43:04,
af382ce6-2bd6-4e70-98be-d8cfdb02fcba,58220d0e-47b1-4cb3-9ccf-0349669c8e22,created,2026-06-18T16:37:57,
bb1f37aa-8439-493a-9d1d-836247889332,58220d0e-47b1-4cb3-9ccf-0349669c8e22,assigned,2026-06-19T00:37:59,38003235-c133-4913-a560-05ab3f945523
ec63d337-bcc4-462a-9ccd-5c0170cc5af9,58220d0e-47b1-4cb3-9ccf-0349669c8e22,resolved,2026-06-20T19:28:14,
09128c97-3009-4453-baaa-822fbcd2db44,9ea690c1-0df0-4def-9149-7ed65f006543,created,2025-11-17T16:37:57,
34078a31-ba47-4500-a54f-43bc5aa891b3,9ea690c1-0df0-4def-9149-7ed65f006543,assigned,2025-11-17T20:29:43,63d29a06-4a0f-4f21-9b3c-0ca917190a59
0a92fccd-1196-4d53-bafd-e5f3fa1924eb,9ea690c1-0df0-4def-9149-7ed65f006543,resolved,2025-11-20T07:05:03,
a4da92b6-7f1a-415f-af96-09f9983149fd,8781364a-df59-4d93-9de9-596412666a26,created,2026-02-23T16:37:57,
947478b8-f4fb-4d52-bf47-0baba4902b4e,8781364a-df59-4d93-9de9-596412666a26,assigned,2026-02-23T20:19:37,38003235-c133-4913-a560-05ab3f945523
df3a6a15-cf79-4637-9920-ecbe38ff627a,8781364a-df59-4d93-9de9-596412666a26,resolved,2026-02-25T18:15:37,
8be12538-3b4f-426d-ad05-f3dd5a9bdba8,53017ab6-a738-4a57-a09a-82dc735cfeaf,created,2026-05-21T16:37:57,
e2383eaa-bfb6-41d9-b2c3-5225a8443427,53017ab6-a738-4a57-a09a-82dc735cfeaf,assigned,2026-05-22T02:40:29,63d29a06-4a0f-4f21-9b3c-0ca917190a59
5ec80b9e-52ef-4a61-a822-0659ef7c0780,7c98a480-721e-43ff-8212-059325f886f5,created,2026-01-04T16:37:57,
c3081517-3671-43a8-9f7d-da444c2ddf97,7c98a480-721e-43ff-8212-059325f886f5,assigned,2026-01-05T00:02:34,d8626458-40a4-4749-8828-09916a7365e6
ff525256-ad28-4a73-a6ad-6de402b3c124,e95cd6da-76fe-498f-8776-e6af25ba519e,created,2026-01-13T16:37:57,
bb7d0b07-f08a-4fc7-8780-e4e568068786,e95cd6da-76fe-498f-8776-e6af25ba519e,assigned,2026-01-13T22:48:07,d8626458-40a4-4749-8828-09916a7365e6
bc1c58cf-1785-40f7-81c4-4b73dbca8720,e95cd6da-76fe-498f-8776-e6af25ba519e,resolved,2026-01-15T17:30:49,
b33ca54c-56d4-4b59-a799-95dfc42b558c,554cc868-40cf-410b-bed6-69e80cf30567,created,2026-08-10T16:37:57,
a6e53af8-401e-4b4c-a3dd-37109e3f7c6a,554cc868-40cf-410b-bed6-69e80cf30567,assigned,2026-08-10T19:49:57,b00deb46-3313-4939-aac7-8e195ac8d589
973a42a6-2bf4-48b8-af37-64870f57d82f,554cc868-40cf-410b-bed6-69e80cf30567,resolved,2026-08-12T00:18:25,
aa235e9d-bc81-41e3-91d3-cd12364693fa,8ada5fd1-daad-4cc8-ab1f-5409b5b25274,created,2026-05-07T16:37:57,
9733924d-990c-4b70-895f-5be986a0f6f5,8ada5fd1-daad-4cc8-ab1f-5409b5b25274,assigned,2026-05-07T23:33:50,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc
9db34946-bad3-4084-a6b6-4cdf320d2d75,8ada5fd1-daad-4cc8-ab1f-5409b5b25274,resolved,2026-05-09T03:16:51,
1b2fe4a0-52e6-4325-9473-094efe462fd4,8c310451-430f-403d-99dc-d49acea55b9e,created,2026-07-09T16:37:57,
e837a01b-d736-4e3d-bfa3-f16753b55ed8,8c310451-430f-403d-99dc-d49acea55b9e,assigned,2026-07-10T02:41:22,63d29a06-4a0f-4f21-9b3c-0ca917190a59
87da54db-4d92-4a11-a3c2-fcaddfacffb8,5561d65d-109f-49b8-a4a9-d0bbc9963e59,created,2025-10-20T16:37:57,
a166a644-8104-452f-abdc-f95e22154a34,5561d65d-109f-49b8-a4a9-d0bbc9963e59,assigned,2025-10-20T21:59:59,b00deb46-3313-4939-aac7-8e195ac8d589
fb622bfe-89c7-4eec-943f-9cbb10c6858d,879a70d4-bce5-4f8e-bf0f-38688229777e,created,2026-06-15T16:37:57,
19cfe00e-e42f-4161-acbb-d91f6ca16223,879a70d4-bce5-4f8e-bf0f-38688229777e,assigned,2026-06-15T20:23:24,8ae11eaa-8f00-40e3-b3e3-b30d399db61c
eb847d9e-7b9f-45c2-8013-35e452428e1a,879a70d4-bce5-4f8e-bf0f-38688229777e,resolved,2026-06-18T14:18:06,
97d1dc0d-8323-4d66-a6a9-69a3c1a30bac,a1c83a84-6d5c-4663-b618-c6e63faf110b,created,2026-03-31T16:37:57,
52073e1c-a70f-46b4-b0ad-9ce2659fc128,a1c83a84-6d5c-4663-b618-c6e63faf110b,assigned,2026-03-31T21:52:32,b00deb46-3313-4939-aac7-8e195ac8d589
57424ca7-8711-4674-87d7-e8286dea0781,6f7b8bd6-1f53-48ba-9859-ede1223954ed,created,2026-06-06T16:37:57,
50b5f64e-74bf-48ae-884d-b1b4a3f6bd40,6f7b8bd6-1f53-48ba-9859-ede1223954ed,assigned,2026-06-07T02:24:14,8ae11eaa-8f00-40e3-b3e3-b30d399db61c
20c5e05a-1a4b-43e4-836a-dd2fade74bd0,4aaa072f-a518-48e1-97f6-cbdf108b227e,created,2025-12-23T16:37:57,
51e1e9d5-74cf-41ca-8c08-409d9952113e,4aaa072f-a518-48e1-97f6-cbdf108b227e,assigned,2025-12-23T21:19:44,8ae11eaa-8f00-40e3-b3e3-b30d399db61c
8602589e-26f0-455e-abca-1ee3ae0c9a70,85413eb1-3722-4e44-8355-fc58e3f0e96e,created,2025-12-20T16:37:57,
74d6f8ed-f510-49ba-933b-330834f83be2,85413eb1-3722-4e44-8355-fc58e3f0e96e,assigned,2025-12-21T00:27:13,b00deb46-3313-4939-aac7-8e195ac8d589
3cb3820a-7cce-46d9-a5ce-39aabe28f516,85413eb1-3722-4e44-8355-fc58e3f0e96e,resolved,2025-12-24T12:14:38,
f91ab3a7-16e9-4545-90c3-0f8150e12607,885ada13-b6d3-4f90-a915-30f35d3050d8,created,2026-02-27T16:37:57,
ae5fd52e-9a48-44cc-badb-7eb2b5f78da2,0dd72d85-1628-423f-a62c-f9d88cea6971,created,2026-02-16T16:37:57,
aab44055-94ea-4b43-96a7-c865b22a2b8a,0dd72d85-1628-423f-a62c-f9d88cea6971,assigned,2026-02-16T22:56:23,90f96181-8123-4add-8fe8-938102416710
4c40dbc4-badb-49c0-8417-35266c1450ca,0dd72d85-1628-423f-a62c-f9d88cea6971,resolved,2026-02-20T09:47:02,
08663a54-2fa4-46b9-a0fd-cfd17a52f8ac,92333b49-8c37-429a-9790-d54f3a4d31d2,created,2025-11-03T16:37:57,
ed81d1b4-8ffa-4ca5-bb48-727fe1ce2beb,92333b49-8c37-429a-9790-d54f3a4d31d2,assigned,2025-11-03T23:40:39,63d29a06-4a0f-4f21-9b3c-0ca917190a59
d2c51b38-f26c-4bb8-a1c1-e938f5fedf6d,92333b49-8c37-429a-9790-d54f3a4d31d2,resolved,2025-11-06T06:53:04,
07f862ca-274a-4792-9c15-791ed66a8b23,1801552c-edca-4d64-b618-f3eedcd83e18,created,2026-05-08T16:37:57,
8425d859-84e2-4c69-8309-0539f21a06db,1801552c-edca-4d64-b618-f3eedcd83e18,assigned,2026-05-09T02:45:20,38003235-c133-4913-a560-05ab3f945523
b87cf176-f59a-41a8-8739-d76c2739da63,1801552c-edca-4d64-b618-f3eedcd83e18,resolved,2026-05-11T12:27:01,
4e6186de-86da-4b0f-a532-cdfa32b3d2f9,4b048cdd-a365-4adb-9454-4f9b94f33240,created,2026-04-19T16:37:57,
52ebefab-618c-4662-bc0a-97ecfdb5c8dd,4b048cdd-a365-4adb-9454-4f9b94f33240,assigned,2026-04-20T02:16:53,90f96181-8123-4add-8fe8-938102416710
