id,warehouse_id,sku,transaction_type,quantity_delta,adjustment_reason,occurred_at
fe6b688e-1a07-48bd-bdfc-917c501e2ee0,WH-WEST,JAF-003,receipt,82,,2026-04-24T06:54:00
e2f32dfb-fdcb-41cf-9f16-1da269dccd75,WH-WEST,JAF-003,sale,-13,,2026-04-26T06:49:09
3cc116eb-6aaf-4f92-bd0b-2a51966a6317,WH-WEST,JAF-003,receipt,48,,2026-05-01T18:26:22
357e89e0-ac18-488b-8375-b5e597e0122f,WH-WEST,JAF-003,receipt,61,,2026-05-04T16:39:17
f8cfb1dc-81b3-488c-8767-5473c0fbdec5,WH-WEST,JAF-003,sale,-10,,2026-05-06T05:31:03
ef252599-dc61-4fe9-9bee-e3beffdf17c2,WH-WEST,JAF-003,sale,-3,,2026-05-11T13:53:10
4fc10082-b1cf-46e2-a281-01a4820a5301,WH-WEST,JAF-003,transfer_out,-18,,2026-05-15T19:01:50
4c762820-5cad-4719-be52-06b26bd0d315,WH-WEST,JAF-003,receipt,70,,2026-05-18T22:11:48
1a660f53-61c3-4854-b7b4-8e1ac53acb14,WH-WEST,JAF-003,sale,-10,,2026-05-24T13:05:54
9f147c70-c842-4b1d-8fca-96771a82667a,WH-WEST,JAF-003,receipt,51,,2026-05-27T23:58:45
5cc85f8a-1614-4728-94bd-ed7d12fccad2,WH-WEST,JAF-003,transfer_in,10,,2026-05-30T09:01:28
42ac3ede-4e78-426c-a653-d3ca998d8927,WH-WEST,JAF-003,sale,-1,,2026-06-01T12:05:50
79ebc41a-96a3-4772-9164-6ac9a2506652,WH-WEST,JAF-003,transfer_out,-14,,2026-06-05T09:18:53
31964fe7-07b4-4c77-b84f-a8be16723bad,WH-WEST,JAF-003,sale,-9,,2026-06-07T09:33:50
97643db5-ba0e-444f-85c6-33657e18f658,WH-WEST,JAF-003,receipt,28,,2026-06-10T02:21:49
08c40614-ecdd-44ff-aeee-3fccf00f61f2,WH-WEST,JAF-003,receipt,85,,2026-06-15T08:28:19
cbb817da-e9b4-4fb1-bd56-7549944b4118,WH-WEST,JAF-003,sale,-5,,2026-06-20T19:00:59
c9e8d977-e5cf-49ca-bfba-1d9c9bc2d906,WH-WEST,JAF-003,sale,-15,,2026-06-24T16:53:59
fc9a39b2-0af2-450d-abae-7f18cf42f3cb,WH-WEST,JAF-003,sale,-11,,2026-06-26T10:17:55
6fb4a518-c01d-46ff-ad89-0582976700ad,WH-WEST,JAF-003,sale,-12,,2026-06-28T20:24:31
232c31e6-0faf-4711-95fc-bcd7f77466e2,WH-WEST,JAF-003,sale,-2,,2026-07-04T07:55:03
d79cb08e-cf8e-42f2-9941-fdd7556eb73c,WH-WEST,JAF-003,sale,-4,,2026-07-05T15:35:40
b064f8f5-b267-4a4a-a916-3048d6297a07,WH-WEST,JAF-003,sale,-6,,2026-07-08T22:19:51
b3dd5a89-d513-4023-9e57-9e4d1c340c6f,WH-WEST,JAF-003,sale,-1,,2026-07-14T03:48:27
c219c5c6-b4f7-4d70-abf1-aec3e50b98d7,WH-WEST,JAF-003,sale,-3,,2026-07-16T17:49:40
c06fc957-3a7d-4cda-9c52-be73210617e9,WH-WEST,JAF-003,sale,-12,,2026-07-18T12:35:43
f2610642-c874-4816-91e3-d6ceea54d27c,WH-WEST,JAF-003,receipt,39,,2026-07-21T18:09:16
e2f7e7b0-c26d-493a-a182-5dfb8c360b6b,WH-WEST,JAF-004,receipt,61,,2026-04-22T12:56:39
155ab0a6-62de-49ce-a624-21f49ebf4d2e,WH-WEST,JAF-004,sale,-6,,2026-04-25T01:38:44
2f58ba3b-f272-4cb7-80c3-b0d65a869473,WH-WEST,JAF-004,sale,-15,,2026-04-26T03:48:16
2d3959d2-b5cd-4576-a873-146e596f8fa8,WH-WEST,JAF-004,sale,-2,,2026-04-29T23:14:07
35c9e024-823e-4a6e-b8c1-d6772129d7b5,WH-WEST,JAF-004,transfer_out,-7,,2026-05-03T04:04:04
7f03cf16-9692-4c96-bfc3-71f0ce79afaa,WH-WEST,JAF-004,sale,-11,,2026-05-04T20:02:18
687c0877-ed84-4041-bc26-fa76d6146fd1,WH-WEST,JAF-004,sale,-15,,2026-05-07T13:07:56
5dc4f0cb-0ab5-43f4-9130-9590a08f7538,WH-WEST,JAF-004,receipt,94,,2026-05-12T19:50:47
26116b21-1e87-4f13-8b2f-847f6e662b72,WH-WEST,JAF-004,sale,-9,,2026-05-14T23:35:42
dd96978c-abde-4c64-858f-09c15d279b91,WH-WEST,JAF-004,receipt,36,,2026-05-17T08:26:58
3b060bef-97f5-49d0-8974-505672c1e483,WH-WEST,JAF-004,receipt,87,,2026-05-22T07:50:45
8733eb72-f8cc-4ff7-a342-d79ec19f76cf,WH-WEST,JAF-004,receipt,63,,2026-05-27T06:23:41
578895a6-f158-4d42-b86a-eef0af842050,WH-WEST,JAF-004,transfer_out,-18,,2026-05-29T11:42:11
6d85a167-ada5-4b4d-b1e8-1ec6e52779df,WH-WEST,JAF-004,receipt,38,,2026-06-02T17:23:53
ffeb7181-b5f0-4704-b659-d41d7328c49d,WH-WEST,JAF-004,sale,-1,,2026-06-07T08:04:52
ec68b9ab-5cba-40fa-94d2-1916b2c6a471,WH-WEST,JAF-004,adjustment,-7,cycle_count_correction,2026-06-09T04:57:09
3fe45f49-5162-4325-8e5d-cc2363e5431b,WH-WEST,JAF-004,transfer_in,7,,2026-06-12T07:46:50
0db66b64-3056-4aed-9575-0eb6f1ce4e6b,WH-WEST,JAF-004,sale,-12,,2026-06-14T21:35:36
8357e918-cab5-48c7-b57c-f4b99671e24c,WH-WEST,JAF-004,sale,-12,,2026-06-20T11:53:29
08d00082-24e5-4568-80e2-7ec22e31cf1e,WH-WEST,JAF-004,receipt,75,,2026-06-26T02:39:00
eec8f107-dc60-439e-a5d6-ca272b787c72,WH-WEST,JAF-005,receipt,27,,2026-04-23T21:32:35
59b71f1f-a2bd-472d-b242-0506ae18563a,WH-WEST,JAF-005,receipt,80,,2026-04-26T05:48:02
04f11ddb-13fa-4786-aeb0-9a8f8e9d385a,WH-WEST,JAF-005,sale,-5,,2026-04-29T13:55:59
cc4855ea-35e2-4c93-b41e-db8760d38a5d,WH-WEST,JAF-005,sale,-1,,2026-05-04T08:31:07
d4ac36c5-8221-4a9b-90b1-3697e9f39199,WH-WEST,JAF-005,sale,-2,,2026-05-06T20:18:40
10c6cba9-209d-4ede-859a-1cce01ccff83,WH-WEST,JAF-005,receipt,86,,2026-05-09T07:29:42
f401399b-4b8f-43e1-a585-d572e3e843f5,WH-WEST,JAF-005,sale,-9,,2026-05-13T00:28:19
390743e9-d4ab-455c-a234-dff57108f25b,WH-WEST,JAF-005,transfer_out,-18,,2026-05-18T00:29:14
f86226d1-85ee-480c-86f6-8b87af7d0127,WH-WEST,JAF-005,sale,-6,,2026-05-21T10:49:22
c68591f0-dcd1-46ab-bbd8-89d7661ce5db,WH-WEST,JAF-005,receipt,75,,2026-05-24T08:14:33
e6348550-f843-465b-848d-c98244d0bad9,WH-WEST,JAF-005,sale,-13,,2026-05-27T14:42:24
3abc01d2-203b-4fbd-a2f6-af52ea3572b0,WH-WEST,JAF-005,receipt,82,,2026-05-29T22:59:08
6c3ca9c3-8f80-4998-96b9-289ad8f4b9a8,WH-WEST,JAF-005,sale,-8,,2026-05-31T17:44:24
532e6916-2f97-4bc4-9505-03821fbac2b3,WH-WEST,JAF-999-DELISTED,sale,-4,,2026-06-06T05:53:41
050adf62-34e3-4279-a4ee-08afb415280f,WH-WEST,JAF-005,sale,-7,,2026-06-10T19:50:04
0d39303d-3ae2-4e37-911d-5e048b0fcf78,WH-WEST,JAF-005,sale,-1,,2026-06-13T16:50:39
dad04d4d-6727-409b-9be4-dfd6b1df141b,WH-WEST,JAF-005,sale,-13,,2026-06-17T18:23:12
29a6e1ea-6e49-4d4f-ad03-ff7105c222ba,WH-WEST,JAF-005,receipt,92,,2026-06-18T22:48:00
aaef7348-cd9f-4ac9-a129-2f1adc7a06d3,WH-WEST,JAF-005,receipt,36,,2026-06-20T20:00:42
6f7c1508-75a3-4e29-9d2d-0c715176dacc,WH-WEST,JAF-005,sale,-3,,2026-06-24T00:45:22
724ef0d9-dbb4-4a12-a09c-761f10597521,WH-WEST,JAF-005,sale,-12,,2026-06-26T15:19:16
c33f6341-2c34-4e53-aba8-d64b4d7b061d,WH-WEST,JAF-005,sale,-7,,2026-06-28T16:35:48
87da44cc-9963-46cd-bddf-d96bfd8e0ba1,WH-WEST,JAF-005,sale,-6,,2026-06-30T17:16:25
6a7ec1e0-aa1f-4f7e-8d89-494290f41c31,WH-WEST,BEV-001,receipt,29,,2026-04-27T14:50:47
97d5d7e2-d011-48ba-8918-7e2cc9a16fa4,WH-WEST,BEV-001,receipt,34,,2026-04-30T12:58:02
ff83cf85-1c2c-424c-8cf0-96bd53d58709,WH-WEST,BEV-001,receipt,84,,2026-05-04T21:43:25
56fa062d-d36b-4576-9647-ab3b70878fe1,WH-WEST,BEV-001,sale,-7,,2026-05-06T13:15:38
1921bc0b-2453-40ff-acf7-265ca7bf7e47,WH-WEST,BEV-001,receipt,75,,2026-05-08T10:41:04
44c37668-9a90-4ff0-af77-734605a11140,WH-WEST,BEV-001,sale,-4,,2026-05-11T11:03:34
562857e1-3803-4f12-ab7c-6aa300cb2a3f,WH-WEST,BEV-001,sale,-14,,2026-05-12T18:08:40
ecb6e1c1-1cfc-4863-8749-f58a3f7dbde8,WH-WEST,BEV-001,adjustment,1,theft_shrinkage,2026-05-14T07:32:34
d1249bb1-4e98-474a-9717-997dd6a34703,WH-WEST,BEV-001,receipt,65,,2026-05-18T13:26:45
b0804ae7-ef83-4e56-90e2-fa1c30de31fe,WH-WEST,BEV-001,sale,-7,,2026-05-20T07:56:46
386fb8a7-0577-4181-b266-1e382ac15186,WH-WEST,BEV-001,sale,-5,,2026-05-24T03:18:18
cc439ecb-7ca1-4215-bd6d-ce3b558c1713,WH-WEST,BEV-001,transfer_out,-14,,2026-05-25T15:35:34
29ae1de9-f256-4ab5-a4d6-1cfb8d6f1557,WH-WEST,BEV-001,receipt,32,,2026-05-28T00:40:47
4829df3e-107e-4c37-befa-0470128b7f44,WH-WEST,BEV-001,transfer_in,8,,2026-06-01T21:21:41
2996756f-9fd3-4484-a3b1-6593bb19086d,WH-WEST,BEV-001,transfer_out,-6,,2026-06-06T08:35:59
8a20d820-8a45-433b-ba22-31732340086f,WH-WEST,BEV-001,sale,-9,,2026-06-11T23:59:34
1c6cc55f-98df-4f84-8b1c-6de47385fb5f,WH-WEST,BEV-001,sale,-1,,2026-06-16T20:53:25
dec46187-b44f-4acb-b735-fd51a08dde72,WH-WEST,BEV-001,receipt,57,,2026-06-21T22:23:08
e7a971c1-0224-43cb-9266-0eff2fa65cef,WH-WEST,BEV-001,sale,-4,,2026-06-26T06:39:08
e08b0b5d-bd2a-421a-8140-30a388ad6ba3,WH-WEST,BEV-001,receipt,35,,2026-07-02T00:15:23
c1702e30-6c21-4e6d-9015-2269d7a7ef2b,WH-WEST,BEV-001,receipt,64,,2026-07-04T20:04:00
0b63d074-af9d-481e-9290-dad4a1759b63,WH-WEST,BEV-001,sale,-3,,2026-07-09T22:43:17
4f9dab80-157e-436b-9e43-2889e5ba1960,WH-WEST,BEV-001,sale,-11,,2026-07-11T05:56:48
27c28b06-d630-4215-a463-0b3e684974b0,WH-WEST,BEV-001,transfer_in,5,,2026-07-14T09:57:44
397eb38e-63fb-4c57-862b-bc4be7a5666a,WH-WEST,BEV-001,sale,-14,,2026-07-19T22:02:41
a10d9f4c-6ee8-4d4f-a082-c6f0e8f628fc,WH-WEST,BEV-001,sale,-3,,2026-07-23T12:51:33
889fdb78-3799-49f9-8eb3-cd1ad122d4b9,WH-WEST,BEV-001,transfer_in,13,,2026-07-25T23:28:11
093c96ae-0f0f-45e6-9f86-e0ebcd6896eb,WH-WEST,BEV-001,receipt,32,,2026-07-31T12:28:00
21355146-c220-45a3-882d-e63c0448879b,WH-WEST,BEV-002,receipt,89,,2026-04-25T08:54:13
d333a660-ed18-4785-9fdc-94d3e2928787,WH-WEST,BEV-002,sale,-12,,2026-04-27T04:20:43
0598fb9d-6caf-4e73-802e-4becf7c7a0e9,WH-WEST,BEV-002,adjustment,-8,damaged_goods,2026-05-02T08:29:45
5160ec03-3fe1-46f3-b510-6d26f9442db5,WH-WEST,BEV-002,sale,-9,,2026-05-05T16:48:20
5b0eeb86-1e2a-4765-aa1c-1581f7170387,WH-WEST,BEV-002,receipt,30,,2026-05-08T23:16:01
e529b450-5108-4c01-8682-63a029cfe233,WH-WEST,BEV-002,adjustment,6,theft_shrinkage,2026-05-11T19:36:21
94261983-c00c-4910-ba8a-39e04d6a1aec,WH-WEST,BEV-002,receipt,63,,2026-05-15T11:26:37
e9fc2587-84b2-4e9f-8780-43da28bf86bc,WH-WEST,BEV-002,adjustment,9,damaged_goods,2026-05-20T08:32:48
15abe335-1175-4171-821a-63b23e67a626,WH-WEST,JAF-999-DELISTED,sale,-11,,2026-05-26T02:48:20
97ca3c0e-0da8-44ce-84f6-6eaf54e70ed0,WH-WEST,BEV-002,sale,-5,,2026-05-31T09:58:18
162309e4-1a28-4af1-99df-8180de21124d,WH-WEST,BEV-002,transfer_out,-5,,2026-06-04T02:49:02
17e1a6d9-f198-4f7d-a2a3-bebd8ea85dfd,WH-WEST,BEV-002,sale,-1,,2026-06-06T09:50:56
20c0d866-2116-454b-870b-49bb02e820eb,WH-WEST,BEV-002,sale,-7,,2026-06-08T17:53:39
f5153492-5eaa-4ab2-a12b-f12b1cde0c6b,WH-WEST,BEV-002,receipt,63,,2026-06-12T22:19:00
e3850eb5-fa09-4733-bc96-520eb77cebad,WH-WEST,BEV-002,receipt,91,,2026-06-15T16:20:41
2719f9e3-f782-47b4-b6b3-fa772e094e0e,WH-WEST,BEV-002,adjustment,-9,theft_shrinkage,2026-06-21T14:24:22
3317e6fb-0e57-4c7d-b142-df2a684495f8,WH-WEST,BEV-002,adjustment,-10,damaged_goods,2026-06-23T11:25:41
7d110584-b49e-461f-8c14-9d83db0629a8,WH-WEST,BEV-002,adjustment,10,expired_stock,2026-06-29T08:35:44
80b33722-41f2-44f1-9c5b-eed2c00cae4b,WH-WEST,BEV-002,sale,-4,,2026-06-30T08:46:04
26e5544f-3331-4e51-ad1c-f1b01c45e01f,WH-WEST,BEV-002,sale,-14,,2026-07-05T00:11:11
4e99dd2f-1a76-4650-977c-d739ef8a2459,WH-WEST,BEV-002,receipt,72,,2026-07-06T09:00:40
32db3c46-2efd-41f9-88b6-877368353d59,WH-WEST,BEV-002,sale,-14,,2026-07-08T09:31:29
3af76367-fcc4-47c1-9949-014180485420,WH-WEST,BEV-002,sale,-4,,2026-07-09T10:20:42
3d257d57-fccd-4798-9d3b-d67bb7184dfc,WH-WEST,BEV-002,sale,-12,,2026-07-12T19:47:29
35b67bd8-98fa-4294-9660-484438a8b480,WH-WEST,BEV-002,receipt,50,,2026-07-14T16:57:23
e69459b2-eea2-4538-827f-7d121d8bca4c,WH-WEST,BEV-002,receipt,29,,2026-07-18T23:50:08
0ac61dbc-fcfd-452e-afa5-b809d7bc997f,WH-WEST,BEV-002,receipt,62,,2026-07-24T05:06:27
b7b37e88-098c-4760-ae02-b46493dc98ad,WH-WEST,BEV-002,transfer_in,15,,2026-07-27T06:53:43
0e11a50a-9978-4594-beeb-a53c6db97316,WH-WEST,BEV-002,sale,-2,,2026-07-30T21:51:40
359f0142-8564-4deb-8be2-5df1f2ccc04f,WH-WEST,BEV-003,receipt,81,,2026-04-20T10:23:31
96757818-1471-477f-a589-2f8bf04879fa,WH-WEST,BEV-003,receipt,62,,2026-04-22T18:12:53
d0f95cfb-eebf-413a-8ce2-5c32b01c37f2,WH-WEST,BEV-003,sale,-8,,2026-04-24T20:55:15
bbedf666-993b-495b-8e5c-4ab33c126a7c,WH-WEST,BEV-003,receipt,78,,2026-04-28T20:29:10
ee5edf81-8c70-4712-8814-1844df612ef5,WH-WEST,BEV-003,sale,-10,,2026-04-30T17:35:56
3a4a7b73-408b-4904-91d3-f9a243b62d31,WH-WEST,BEV-003,sale,-3,,2026-05-01T18:47:53
a76e7573-fc7d-4282-ac97-8308e2bbda47,WH-WEST,BEV-003,receipt,96,,2026-05-03T10:41:20
24d7bdae-300f-4e06-be06-1e6fab6c3495,WH-WEST,BEV-003,sale,-6,,2026-05-05T13:48:30
50b7f38f-665b-4cd7-80fd-2579037ed126,WH-WEST,BEV-003,transfer_in,5,,2026-05-09T00:53:05
d15c0e5e-f43d-4377-b182-287d8c53fdfc,WH-WEST,BEV-003,receipt,48,,2026-05-13T13:18:37
b426490c-b090-488b-9d25-b29f4a48f47d,WH-WEST,BEV-003,adjustment,4,damaged_goods,2026-05-15T05:29:19
6fab4ece-aea7-4f97-aa9b-53ce35bd02bc,WH-WEST,BEV-003,receipt,64,,2026-05-18T13:41:00
ab859844-a98f-4049-89b1-af9c2b6e9e09,WH-WEST,BEV-003,transfer_out,-18,,2026-05-20T23:05:20
a29ef7b9-3ffa-49b0-8891-9250d9f7471d,WH-WEST,BEV-003,sale,-15,,2026-05-26T17:57:39
819cf65f-9140-4960-9b30-c5f70e533a0f,WH-WEST,BEV-003,sale,-1,,2026-05-31T19:03:34
a9643d80-c46b-464c-9c71-ca6b46a8ffee,WH-WEST,BEV-004,receipt,40,,2026-04-21T22:05:49
56e402c5-154c-4e26-936c-84d57237f10d,WH-WEST,JAF-999-DELISTED,sale,-2,,2026-04-24T06:14:54
11977db4-d4a4-4ed4-a611-908fed64abc0,WH-WEST,BEV-004,sale,-7,,2026-04-28T04:41:53
c8d4c794-249b-4820-9051-8b648350a815,WH-WEST,BEV-004,receipt,55,,2026-04-29T08:52:45
e4008934-64fd-4c32-af47-94dce1b65893,WH-WEST,BEV-004,transfer_in,13,,2026-05-03T06:10:06
590dae90-be23-4bb6-85aa-f7db487db0c0,WH-WEST,BEV-004,transfer_in,17,,2026-05-08T20:07:26
93d76d57-e53a-47dd-ac60-a398886fd59f,WH-WEST,BEV-004,sale,-5,,2026-05-10T08:18:33
96613739-77c0-46ef-b918-8605e6cd9e6e,WH-WEST,BEV-004,receipt,93,,2026-05-16T01:54:57
d9891d53-5afc-4ec5-949f-65d80be7ad33,WH-WEST,BEV-004,sale,-13,,2026-05-17T18:24:16
c3203e03-3920-4878-9e6e-da9cc74f3dda,WH-WEST,BEV-004,sale,-9,,2026-05-22T03:01:19
7298fef1-d27d-4c48-99aa-9c0b2f716d60,WH-WEST,BEV-004,sale,-10,,2026-05-27T19:58:58
e304714b-2a71-45b1-8bf6-7bd66fdfbde5,WH-WEST,BEV-004,sale,-3,,2026-06-02T19:29:33
68287901-2a98-45fd-843f-61cec92c6539,WH-WEST,BEV-004,receipt,29,,2026-06-08T19:19:07
343d3f47-b0c3-4be3-9e96-ee26c206b384,WH-WEST,BEV-004,sale,-15,,2026-06-14T10:51:06
a75e9a61-32e6-4902-b758-fba02df47372,WH-WEST,BEV-004,sale,-8,,2026-06-15T14:48:25
3f775cee-00f6-4014-98df-0efd4ee0736e,WH-WEST,BEV-004,sale,-10,,2026-06-17T03:09:07
06909f3b-3e7b-4ad3-bbed-049ff2afe71e,WH-WEST,BEV-004,receipt,92,,2026-06-20T06:38:29
9b7c6283-832c-442b-9487-2332dcf17eef,WH-WEST,BEV-004,sale,-6,,2026-06-25T02:02:07
e7a05667-eb31-4527-b08c-9c166122d34a,WH-WEST,BEV-004,sale,-14,,2026-06-29T22:34:50
73ed5453-1723-4588-8ae1-d1c3e81f6e2f,WH-WEST,BEV-004,sale,-7,,2026-07-02T17:44:26
d7fed7c9-5ddc-4254-9b46-bfadb7e9ad5a,WH-WEST,BEV-004,receipt,40,,2026-07-06T11:35:23
43e3a937-93f9-4f3c-9186-49c9abaeb443,WH-WEST,BEV-004,sale,-12,,2026-07-11T19:04:01
00bb3005-03c4-43f4-8942-1cd4f47f0dc4,WH-WEST,BEV-004,sale,-1,,2026-07-16T14:27:59
301c71c6-fee1-4c5b-8f53-1a16ad00af00,WH-WEST,BEV-004,receipt,40,,2026-07-19T23:07:27
2076b12e-083d-4fdc-8d32-69c56a466b42,WH-WEST,BEV-004,sale,-8,,2026-07-22T15:44:32
3f881991-84a2-4ea2-912d-ed611b368680,WH-WEST,BEV-004,receipt,75,,2026-07-24T23:15:44
25e3f28a-5e02-4d93-a12d-e9d33b501a5b,WH-WEST,BEV-004,sale,-10,,2026-07-30T13:31:49
1d9e9660-a872-440d-8931-8abfc5a533a0,WH-WEST,BEV-004,transfer_out,-17,,2026-08-01T17:55:39
a9c4b614-016d-47af-aac9-b7041477dde5,WH-WEST,BEV-004,receipt,68,,2026-08-07T15:08:35
23940256-482b-4bad-97ea-0ec635c1e028,WH-WEST,BEV-005,receipt,49,,2026-05-08T02:51:25
60fcec1c-5d68-4f61-bee7-bb84273df151,WH-WEST,BEV-005,sale,-10,,2026-05-10T13:50:11
2dbe4adc-a6a3-43b3-a10f-a1e3c5cd1f1b,WH-WEST,BEV-005,sale,-7,,2026-05-15T23:58:29
40e6574c-1f4b-4ec7-ae64-1e199d01a82e,WH-WEST,BEV-005,sale,-13,,2026-05-19T16:58:04
3b5a37d8-345e-4ca3-af54-e583c5df5bbe,WH-WEST,BEV-005,sale,-13,,2026-05-22T23:03:04
29e6d429-f35e-41fd-8ab5-02b6ec6b6a05,WH-WEST,BEV-005,sale,-6,,2026-05-26T08:11:20
1d781401-5474-4877-9d37-c0fa5ce1cb3d,WH-WEST,BEV-005,receipt,27,,2026-06-14T03:05:26
ee06fa14-e946-4fd4-9cc5-fd350e265204,WH-WEST,BEV-005,receipt,100,,2026-06-17T08:58:55
202d9ef5-bf07-4550-b419-224c852df1e4,WH-WEST,BEV-005,sale,-11,,2026-06-18T10:54:05
